Index,Address,Time Diff between first and last (Mins),Face Attempts,Detected As a Robot At Least Once,Face Match Percentage,FLAG
22,0x0023a6a2c8316ccfb083a194aa5668bd75891455,292841.02,1,1,91.77152582542365,0
23,0x0029a9b2ea1e45e32fb6344b117388515858d040,712.88,1,0,84.62555563470454,0
24,0x002a68f53b92cef5ee4e7ce015b78408f20942bb,892782.2,1,0,89.91361731480652,0
25,0x002ab919205b134d05d0746e22c7f8000523c660,226778.27,2,0,93.66124031622041,0
26,0x002b043689ad84008fffab16afc1955f5a3aebde,30.65,2,0,83.5266831821839,0
27,0x0031ebb20a0aaf8c67be012bb3a3483d75269635,330187.83,1,0,91.95849627914562,0
28,0x003300d3d2c46983b9a55b07b9b2ab47d6228111,68.87,1,0,100.0,0
29,0x0033fd555da940b923a7f6f465cc4d9088724263,338429.65,2,0,93.5959930681828,0
30,0x0034f7473531239b1799bc7f14ff97d5303a5a93,955278.0,2,0,96.18105509692387,0
31,0x0036ed1e6299bb586ac70ebdfa336f06714a9556,291427.53,1,0,83.65322142194026,0
32,0x0038ab9bf479faa2997522b3cf9492153ea6b33f,561789.58,1,0,91.41497351649302,0
33,0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d,2257.12,1,0,86.1408801882181,0
34,0x003c5ebfa5cdb3d73bad42bb07db823f6c77a236,22889.93,1,0,89.30711785386457,0
35,0x003d8b1e6723960d60367a719fe65e08643a2a80,449889.15,2,0,90.29988104448539,0
36,0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc,450106.65,2,0,95.65138903171989,0
37,0x004534ebd59b0b094da701dbfd952ef605470128,4.87,1,0,86.77582539646387,0
38,0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35,636162.82,1,0,84.90897764010202,0
39,0x00462f4a169c1dc0b9dc428aa37d394c8abf1266,345142.02,3,0,93.40914264874858,0
40,0x00472c1e4275230354dbe5007a5976053f12610a,21206.93,1,0,92.00213909280012,0
41,0x004853f00fab90ab60cf1e609b0b61494b90164c,160707.1,1,0,87.40351872348818,0
42,0x004e1c2a12ac1d0b70907c702892f397a4769bfb,802574.4,2,0,91.62870885463803,0
43,0x004f1cea50b057ad8b6f445e128edbdc9b48902b,339687.12,1,0,93.70376500372895,0
44,0x005073a74dd37889bebbf9de7550dea7666f625b,355017.02,2,0,92.32384695847225,0
45,0x005457078e3c355023433874edffc8b254881334,328.45,1,0,88.31815491696153,0
46,0x00595d5ec3bb583428a0304b2940a70d7f553aef,13445.97,3,0,92.14842782502564,0
47,0x0059782ecd69fb5413c5e1a98b40c28dff061162,340383.53,2,0,97.40942365180085,0
48,0x005b98bb53be9d5789d27aa1c69ec8a789eff9c1,266825.07,1,0,90.44937187992134,0
49,0x005cb96b96c8fe801f89500df6ee38dc5fa0081f,204236.48,2,0,92.10569712502075,0
50,0x005d3bffd33b1a012279d25d30f75133584404db,286279.03,2,0,89.90864488951645,0
51,0x006482de8230af0f8e2918a439c7826fe8642a43,1169229.5,2,0,87.16537371285807,0
52,0x006743c8992ca6d54c23fa3a745a4781b3817f0c,186707.1,1,0,97.21977528627633,0
53,0x0067e167caf808eaa6f642d9232e54ff7bb47c07,962956.75,1,0,94.58582541190472,0
54,0x006aaaff2ff3358bc8453febaba4e236b028df80,97419.95,2,0,92.07301593136604,0
55,0x007174732705604bbbf77038332dc52fd5a5000c,754216.92,1,0,91.93823581046927,0
56,0x0071763e7e796eeb4c32f083aa4a3ac2f33bf5c0,652.87,3,0,86.4675150611433,0
57,0x0071c78d72b78818b0d507c114674a7ce6bc4f18,24534.25,1,0,100.0,0
58,0x00733965a4f189034c4cd0e7d38c877a34ba0b63,4486.98,1,0,85.99943589030669,0
59,0x00760b09a77e7a4f6ea7e7fdf17f93f8d898c870,2.5,1,0,95.98399856064492,0
60,0x00761aebf8420f0325f7d3a9161a8bb6a96e550b,8873.97,3,0,91.98551403025483,0
61,0x007a010f85605b7f9ecd0e26a7cfa3987bb3e43f,242427.3,3,0,92.65506150693192,0
62,0x007bb0518b03f1a8c00e9bb545640800d1e91444,531093.05,1,0,92.19613454949955,0
63,0x007cafba4edd0e25a664530e3cac0ffadb101fd8,93911.63,2,0,93.29134514697327,0
64,0x0080214c803a073c18aaadd7b99cfd08c3945b09,414518.23,1,0,89.44852742630006,0
65,0x0080359f18daa3f2906e347a589ffd49c07c6258,1040169.4,1,0,80.0749081435126,0
66,0x0083704ad2f3e9f58e71593459462875255b7bd2,240610.1,1,0,82.3696876082966,0
67,0x00893fa05c19ce3895d0d5577db0ddb02d5cbd47,10032.05,3,0,100.0,0
68,0x0095e1a57555e5d5e9ee041bc5953d1c37729cdc,120621.38,1,0,92.80845971410393,0
69,0x009663d80363fa044763ef5331280081c95c94be,28803.42,3,0,89.642346119874,0
70,0x009f93582e0c195ac9d3f2b9c1f31cf44e2e9561,294616.95,1,0,91.87352192645113,0
71,0x00a4862d4407296f92005eff2f51fa5cbb3c6077,8.92,1,0,97.87892155186908,0
72,0x00a527d60d31b337d571acd17dca172003636356,9299.17,1,0,93.89309017630629,0
73,0x00a742825749d9a1b3e2455362ac4e81dc01162c,321695.25,1,0,91.81988447375383,0
74,0x00a87bd6b716f1a50504b8eff2d416de0690070e,161076.67,1,0,99.62807022087085,0
75,0x00adb936b9636ccc4211533c7f1a0d2c53466b85,620113.1,2,0,95.6259517987323,0
76,0x00ae0c1fd293038c2b24a715e6fabacda6012b55,101238.1,1,0,88.58484481167552,0
77,0x00af29056355cbe37df9724436eef327f5f88157,674198.88,1,0,92.15214480390009,0
78,0x00bd1bba3519746a5b7d0bede063f14d48dfdf2b,72065.0,1,0,99.48376782941781,0
79,0x00bd9fd57c423a1b1c969823d409156d90974d77,611682.27,1,0,94.09381552549006,0
80,0x00bf8ef866b3d8139c982961f6850fadc17f1d48,1009090.55,1,0,91.2205776276405,0
81,0x00bfc8d9cbcfc8601db95cded379ef7a4a5e0f5e,11677.73,2,0,92.93991070627334,0
82,0x00c2abd0ab9fc13fbc8baac19dc30aec31704d4e,381840.42,2,0,82.78392120753617,0
83,0x00c316e5099530e7af8e5bfade517b395acf8639,102.07,1,0,95.36472987353937,0
84,0x00c481dd22fba34f7dac2d46f0c1172c7abb9f0e,291444.58,1,0,92.81747419103942,0
85,0x00c6b386f92e1841c3a9dde2bf97a8950f0b0c31,16284.15,2,0,86.58529129129613,0
86,0x00c8a33b90a749f7433e08e5d4c7034e405a94b4,169.87,3,0,94.2443672451886,0
87,0x00ca022d429d853c3f28070b410b13bc4438926b,2250.73,1,0,93.48099095617786,0
88,0x00cb28b1d4437357fdb57967e21be18c415ca05e,341868.53,1,0,94.01514311530585,0
89,0x00cb985681dd0cf13cff257a7324d97ea1e3ff32,614761.98,1,0,96.07007513509924,0
90,0x00cbdec4dd1b322810683c0e977d4fa237fecf7e,10.8,1,0,89.13912873765703,0
91,0x00cd7d76d3e93819c19fd7296386b816234b489e,7.53,1,0,82.52245411655132,0
92,0x00ce20fbdedc38fb559728265edbb26b63fbb377,688942.0,2,0,89.9086869731313,0
93,0x00cfdefb1e800e4743288734adc727fae6659f74,772.02,1,0,90.41245521310233,0
94,0x00d4a560da94790c8d508a7edda6465d7a3e9a49,596107.57,1,0,92.18672323290832,0
95,0x00d8a10e21f443758240eed09897cef08314618d,288353.97,2,0,88.91783738134939,0
96,0x00da8417b2c53b1fac15fafddf9854285959e9b6,31.28,1,0,88.18767557607006,0
97,0x00df7c16597385f31dfc87d1e103eaab28fc0f8d,18.47,1,0,86.99040480115215,0
98,0x00e40876d147fdc499afa3f5a49cf6fe6256f196,64.95,1,0,93.17498026618131,0
99,0x00e87b69cf3686e028f96d14cd79ec30983e0f53,251884.43,1,0,86.41522259898561,0
100,0x00eb6923331d35ba68b9e36ff99d0c035ffed9e5,342210.95,1,0,90.72814064600921,0
101,0x00f166114c211b7e71e09bfd5d6ffee8716bc0cb,952.85,2,0,100.0,0
102,0x00f3c39b641a3533b95dd30b4f5b3a87ba9044ca,10.87,1,0,85.75116795625,0
103,0x00f8513a3819c085ba1d3cd84a15c5df45b7ee35,46.45,1,0,91.92090710110051,0
104,0x00f8de11eada0ce48200cd7f2214082954a9fe44,511227.0,1,0,94.2406486801776,0
105,0x010c41f9ada72d7993973ee274c6cc93a309f805,323.42,1,0,85.21508518086699,0
106,0x011b1cd5eaebc4d52bd2a6c928d45d93af642a58,20.18,1,0,83.43163707238591,0
107,0x011bed5908623f6adfcd54872ed88e0dc713a1bf,314.65,1,0,90.17532027725417,0
108,0x0120a41636716d5717e92a2a960580a0961df73f,73.97,2,0,88.11036398150888,0
109,0x012dbb1d6e6aaae7a0bf5f610a5fb44e308bb433,10.38,1,0,100.0,0
110,0x012ef110b256b0e6b80aea1478d74b1b4a1eabb9,327.37,1,0,91.4939715880743,0
111,0x01390fbe18c3c5ae9f91b13ade67d19bce75c5e1,228977.53,1,0,85.03941246509137,0
112,0x0155a63bc4cb378cb9b4dc10c8e777943bba9c2a,138977.15,3,1,93.83328635899838,0
113,0x0160cf072f092a70e8def0537b8329350282a8d4,816620.55,1,0,86.63140184480736,0
114,0x016cd40242a3b50902c84088092ef87c85d782b3,376480.78,1,0,94.09154619582837,0
115,0x016d12db5620e094868f95b9c6fd2057032b7446,267722.13,2,0,96.2898497097422,0
116,0x016e0ddc9631f662539fb1882458e5df00791565,1150335.93,1,1,92.45548927441982,0
117,0x016f855e1d3a7737f7da894b1dd6e86a3353225d,617468.87,1,0,90.53265704876512,0
118,0x01716102b6ea467289897effc84cf136bd0b6c32,226766.85,3,1,92.7965437138795,0
119,0x01889bfb1bd897ff4f23cb25f9dde7b3a012dbca,10.93,3,0,91.2396607927837,0
120,0x018b9224ee3f8f362f553835d27da391fc5af9d9,73.42,1,0,87.75843395722688,0
121,0x019444358934627777f19f0cc121f5fc00e7bab8,520700.2,2,0,90.2025559953535,0
122,0x01969235b1145fc6e8b1efab8ddbe56cfe313f3f,127115.7,2,1,88.24086379848987,0
123,0x01a35a131f90dd33dec9a0995aaa60720c046938,353915.25,2,0,89.66162118377147,0
124,0x01a9e95ef766394893dbfb824c66c91b301b913d,75.03,2,0,86.92816414242799,0
125,0x01ad2af80301bcd6b5bd737699a6a7b51a24152a,62.6,2,0,93.3969405360975,0
126,0x01bf959b281ac74e7fb3b98c880dbe88bab2e2a4,301482.83,1,0,94.25168328015924,0
127,0x01cb670a5b57ddf7fa27b455ba2d9357f1dec6b0,310.32,2,0,97.5638006315468,0
128,0x01d41e16362b141332db90f69785dbe58f0dc4ee,40.8,2,0,93.19939976858564,0
129,0x01df8ecad36d5eae229e6f5ae784428a9191c6ee,376485.87,1,0,92.17897349816032,0
130,0x01f6c17b828f211909453550ac925b3a19a583d7,2669.23,1,0,85.88499388669706,0
131,0x01f70159be7361ccfcfe85bd4bbffe63ec00e214,946931.97,1,0,90.68534360884271,0
132,0x01fd68c62d8b18f5f01f184656b0b8de18ccb7aa,13.88,1,0,89.12651757293236,0
133,0x0208764c8e34d0f980677f10867444f4cb27825c,5.9,1,0,84.5392126937854,0
134,0x020aaf9192743375b50ab13976aa8e86d50852f5,323.38,1,0,93.42464130684182,0
135,0x020d6af0b51290d19e73a053ca33fa42da3a18fd,743941.13,2,0,89.5934477449329,0
136,0x020d818ebb9f1bd587acae00a48b93424d37bb84,992074.2,1,0,83.55438592703496,0
137,0x020de3ebd3560b4e3cec1a8b34a3f2dff5e31f88,152789.92,1,0,95.38517880534664,0
138,0x021201236965565462cd458df7d70f737d63d4d6,178770.6,1,0,88.7948398908685,0
139,0x021da14749518f5d036a1891a063d2ab5db1b733,1019244.7,1,0,90.48573650101498,0
140,0x02298b9f2517b0dc60929c53a69dea884494a32b,327.92,1,1,98.55461369987809,0
141,0x022cbf4576d9c1c47836962c2d1085f0ff9177fc,326.03,1,1,100.0,0
142,0x023096bf0b4d933256f98b85b648586e75105277,936622.48,1,0,99.4063689352335,0
143,0x0236e5eae1708bfab9a699e8268e7521b0e6b95e,948.73,1,0,88.0868301875451,0
144,0x0241899d2e42ca0fbf46d1a75ef429c7e061cded,250218.08,1,0,86.4766930608574,0
145,0x0244d7e1ffe01940b1ffcebca3f09efab13fe664,321.5,1,0,95.42101963334522,0
146,0x02459d2ea9a008342d8685dae79d213f14a87d43,232149.93,1,0,89.87332894708919,0
147,0x02494bfc78c74a5aa1c5b7b92757f9f37b2dcc5f,182217.27,1,0,86.988755456396,0
148,0x024e8f301490466665e2402840f44881690bdb57,77404.38,3,0,93.23228222920297,0
149,0x024f443f33e173e7a4dee5bc48c2132862f4a5c7,2259.65,1,0,97.0241724972594,0
150,0x02524995562b26980f0fa0d9e34ab1dc0d5e2283,320.68,2,0,93.94385816138164,0
151,0x025aaf76b2157cadc814a145afb6d869753e73ff,6699.85,1,0,91.58312566883717,0
152,0x025ba18cb327c8d968470936ba8f340a47fd6a43,192602.83,2,0,98.35234893911951,0
153,0x02605b528db3667cd34d3ca2f95b463ffcdab3a5,305.33,1,0,95.9052360989727,0
154,0x02618fd3c75554000c4a1bd2da6df06305c28635,20.93,1,0,89.87024213916322,0
155,0x026c1f10245d9f5950e4a4efbb97c97b5419ff2d,68.72,1,0,87.25349881388263,0
156,0x026cb4a26bffb77427d6c2a8e5fd0995bff09688,205942.0,3,0,96.09793526051556,0
157,0x026ee796ed70271cb22f3a619963b2d6dc46129c,1.32,1,0,87.86583687689203,0
158,0x027421c8a2b34992cf191496dca553766597f78a,326.13,1,0,93.12767260786144,0
159,0x027beefcbad782faf69fad12dee97ed894c68549,511631.95,1,1,92.5417342341535,0
160,0x02819d258d099eafc2e1afbee0ec126b219fb0ec,10.78,1,0,99.47312997415382,0
161,0x02825fb4eb4cffaa181ccd5b2208a9d2d7c62013,81986.35,1,0,91.49430717181107,0
162,0x0286f95399e27692f161ed91968ea43c47023a3e,24336.13,2,0,96.10333388742794,0
163,0x028ffe3d16df8eb97df443dd37478a9f0dd13077,319.03,2,0,97.96281118570936,0
164,0x02959ba85385b49fae65acfa7b90f79427b9c2eb,365818.75,1,0,86.90546549662147,0
165,0x029798d4c234549b24dcfe12fb03ac50aa1b453e,1921036.52,1,0,94.3026252203018,0
166,0x029dca74053990795945b01cccc987524706eb20,68.3,1,0,83.98370453681481,0
167,0x02a70f1f4449443fa36c14388479488d460007d7,237790.27,1,0,99.90408897207737,0
168,0x02b346a34e1559886e6ca1631cb74d7895465197,915822.2,2,1,95.87611730571909,0
169,0x02bc7852a518c506e2bf23c952ec9f341f2f2e0e,319320.53,2,0,91.59945335802975,0
170,0x02bf92165342a788b50e8b9de173116270192328,5.65,3,0,86.97797422573045,0
171,0x02c68e3de38b00f958a53bd9182d09120312b2a2,868228.45,1,0,95.24637015102343,0
172,0x02d11dcf702df6b41d0b09acf7f9589000f99d99,14.38,1,0,91.2297919560505,0
173,0x02d3e49a4aaa3704f7af38f7d91d47aa7ffeba33,705882.98,1,0,93.12076459656726,0
174,0x02dad75eacf674939e61af034c2095b512f2af51,306025.43,2,0,87.01991165894896,0
175,0x02ee08c4e1c0e17a658fb42bd379bad9db48788e,88326.87,3,0,95.5180248497112,0
176,0x02fb09a6d1ef7a8f3d131130695531af5393ef4a,253.25,3,0,96.58078188986089,0
177,0x03014fd1cfcb9dbc4e8e2237638bb4c639d7babf,327.7,1,0,94.28594287514973,0
178,0x030174efb82f744929c53c4a14ce4c8c0625d8ab,5.95,1,0,89.65993490800894,0
179,0x0303dc78685fc446871d568c6e86a9547fb1d2c7,4.68,1,1,85.39577033276842,0
180,0x0304421f7d097871bde3524962f342d7ccadb0dd,259478.57,1,0,86.31086793655169,0
181,0x030459bed9ba3b8b2a9398f963670aa544450d0e,209930.78,2,0,94.92960136163138,0
182,0x03081809e0cf5371fcbe2f4d12fce8b7204819f1,319340.05,1,0,87.71318280298874,0
183,0x0316412031b6dc9ef2bc7e728fba71f9f8f5e4f1,325.1,2,0,75.70009657599573,0
184,0x0318f182677d9d6c297542e4699ce582f86ef0b4,208695.6,1,0,87.30855664498743,0
185,0x03192bc9a49d441f0b228434ebbc9a5d54c1044d,80078.27,1,0,100.0,0
186,0x0324764f3cd277421cd46a0f48ee29bfc1237f60,964896.88,1,0,86.91302958534875,0
187,0x0326b710d6eafc36349eca09d7a8871dbf736457,547962.18,1,0,88.62718660635089,0
188,0x033c872f24bb2b68deef057d1edfa662c8ca15e3,291444.33,1,0,98.21301499718044,0
189,0x033d8961a1773ac9a47b2aa0fce76f18b17defa4,32323.4,2,0,98.70861314955089,0
190,0x033e08ee587a2b8a312d60a1b2dec218e3ff47e0,283905.73,1,0,100.0,0
191,0x033fa9f2da90b2d86b80488a3aff89f94b825e9e,192590.77,2,0,97.49357481764223,0
192,0x034007f4b2c2b8b6fe6ee16e03452452e6d08aa9,273204.15,1,0,86.53925331942631,0
193,0x034344f6c73958d78b98fc96f3e6616fe1932a79,65.03,1,0,86.42415030993334,0
194,0x0346e666fc6c24e7fe06529fe5b854d99cdab58a,5.4,2,0,94.16087167221391,0
195,0x0346f31d74b4116d09113f7597d9aabb2ac1c7e3,324.73,1,0,92.01351126925621,0
196,0x034c1ce9dc5d6ac73773e48b6fe2f50f76b53fea,17134.32,2,0,96.54991591137974,0
197,0x0352b41a8cc454109979e1073e4f5965e681084c,5.8,1,0,84.25924724033229,0
198,0x036135c297ae0801c7a488e56aae98ce7f69b395,39.47,1,0,95.15004879660403,0
199,0x036244d89950b3c6b39c24c801b557b77cf4a9cc,19.25,3,0,88.07948138299908,0
200,0x0367d5f834a7e3b39f2b44650a67561f506859df,310.48,1,0,82.5060004247203,0
201,0x0369781891dd06c9987d7dd74f7f7b44216c35c4,321.17,1,0,90.95903462791749,0
202,0x037017bcdddb206f35e0e0c7c6edc699c19b57af,974378.8,1,0,94.92482987357936,0
203,0x037478bc69794a00324df3a4857c628016fde00f,321.95,2,0,87.27344345948312,0
204,0x0374b6d63fc8bbfa401ed8549900fd02de86ea99,1010987.1,1,0,97.22145891488469,0
205,0x0374f9963118cf1d074800388505a1aa09ffff01,18.87,2,0,86.83463155448248,0
206,0x0378630fc896e8e34162650c033a42afd885256d,226756.63,1,0,93.18301824474756,0
207,0x03805dda8b08f71e0bda8faff59481868ab35a7d,447735.1,1,0,92.83841548600655,0
208,0x038dbdd8d39c7ced6b4ff01eacd74efd35764f86,2257.95,1,0,94.65617107700987,0
209,0x038f5e93ac0983178bc928cf489f46fd07a50f89,412.35,1,0,93.06100151676425,0
210,0x03902904297b6db7d2c5e95e43e76aad4afb8928,63.8,2,0,93.36325815221396,0
211,0x03935c8e5f6aca2da0d946875b874b5deacf0c5d,96.47,1,0,87.53470342559801,0
212,0x03986db5655d105969dde64832d382b88d8ba2fe,244519.93,1,0,96.70694379954377,0
213,0x03a187998ad07f7eddff4e27cf0e4454004ad978,111991.72,3,0,89.60671353526673,0
214,0x03ac0df2b606bf96384394aa710f407975fb143e,283910.03,1,0,90.65214822663589,0
215,0x03c0e9a2a106ebb0858bcf767613059edf72ef96,310191.97,1,0,93.99029913172906,0
216,0x03ca8d38701a176c62d043f2a2be9ca6af77a505,293206.6,1,0,91.56733800886533,0
217,0x03d42acad7cdac001c80eb1443c24f18893eb2d0,1007930.98,2,0,87.16448067631302,0
218,0x03d4b51226235046f9af5aa50d69e2d61c4c4214,408109.47,2,0,88.32683731303544,0
219,0x03d6bc0026c612d582313b30cefbd4f0381cbc9c,24.2,1,0,80.49710464857822,0
220,0x03eda81520e409e40ec09ae5b199c0a96a9f101d,3.73,1,0,91.42393733881902,0
221,0x041a1a4ade976df5a4fc0f4915f888ab3615b10e,577697.67,3,0,90.29367835301885,0
222,0x0422b3d347377aedcff3fd4c54d14a44128185ad,74.32,1,0,88.82778558317197,0
223,0x0427333d1b503d1e5813ec98b68644d5fe2d4fd4,321.12,2,0,94.81029283684278,0
224,0x042b7bad39d61ef7014dd399e1f23b328fd75697,9.68,1,0,96.94123807716038,0
225,0x04349ba34e04d2d1666e8ef68d79a34077781eb8,898837.57,1,0,91.57621504281848,0
226,0x04368afcda1476656a26987c7818ee9215dadf8c,0.0,1,0,84.89322539764956,0
227,0x043895203bdac0e76d9e8d0ec7c1059cebb48764,663716.47,1,0,93.29175040184741,0
228,0x043b05c7e524dbe75232ea656b13b885ff589a24,95469.27,2,0,88.01603579947668,0
229,0x043d4ab5825162eff28f2edc17f7a0b1600eed32,52953.02,1,0,99.73404058398745,0
230,0x043f2375429bca5598cb4bf6ab7568907607fb9e,314180.58,1,0,85.61664703209023,0
231,0x0440a7cd16bdb5218f10b73f1694c5b1731bb1f8,327.87,1,0,88.72816336130164,0
232,0x04480c82733b712484b04beac80b35becca09b11,66.55,1,0,89.27488789964205,0
233,0x044a53b66b24c65c6807bedced72e3f8f9c66b29,790629.43,3,0,80.83402705506916,0
234,0x0454e108e55ae3cb0fd4aec008ecf86b61c7bf6c,10.03,2,0,100.0,0
235,0x0455681177ab7cb0f33657e5f67e835521aa2c7a,585677.32,1,0,92.27877533326911,0
236,0x04560b79a30f52167722db9a46f256c05e0c9921,1610.6,1,0,93.15086463467979,0
237,0x045aba14bce39ffd9bdf47c004f0fe8375110124,21.48,3,0,90.09800770484121,0
238,0x045f0a42c272a9f765b5e0a78c484ce37efe3ea5,658299.15,2,0,93.61880387895204,0
239,0x046af5bd2705fab727d45168ea50dc1034c11861,76156.38,1,0,94.68662603558825,0
240,0x04713ef7c2dd63d079caf3853f1759a1ab1bb70a,228994.25,1,0,86.44633424217588,0
241,0x04714428e4e534a3defadbc46bc4e46cc793ff9d,189102.7,1,0,90.87468100347502,0
242,0x047e2e663d8706d0d64d3eb69866d841a9d4bdc6,226758.45,1,0,95.60917910164386,0
243,0x0480f66a8e6c40b72d6ce78d1057d8d94eeecfcf,338100.62,1,0,93.19427396048212,0
244,0x0481eb2557fb2e6af54422c3453bacfe155e1124,15.67,1,0,91.14938343437473,0
245,0x049857ab4bb3cb796f29b15709317713cadb4ee7,3.73,1,0,86.39630217721042,0
246,0x049aca9570f192fbef3b70c5d4a92be0bf53ad8b,14.03,1,0,95.35524479929857,0
247,0x049d7b114b2eb19b606251edb95d59aa3909c157,72.55,2,0,87.0379922533899,0
248,0x04a3084aa73481e9cb04d0a7b0df3c896cb1b1e2,71.75,1,0,88.53788145323134,0
249,0x04a91c65105d159d25995682a8a21a0375321b02,330.62,1,0,83.63375400734597,0
250,0x04aec1e843907668fded23b6f8814ef5396082e7,598.23,1,0,88.57287784701484,0
251,0x04c5e7aed80f635a54ad5494b6fa0a2e33743e6f,203015.42,1,0,87.1061023596854,0
252,0x04c6570d3aaf10230fd87f73424352a77ba2bf46,332.73,1,0,84.32767977056325,0
253,0x04cb9baa9e5fdea5f7e8bae6c42133b0acbfbe47,2.8,1,0,96.77379104661053,0
254,0x04cec571a0758001a9d03533d54e643a9fa7dcbb,17157.67,1,0,86.75743593166908,0
255,0x04e08107946d1e42d109e67695c43ca1e42638cd,791365.95,1,0,98.21537442942086,0
256,0x04e3a85ccc9f84c6672668ef0968321bcabdfa00,323.08,1,0,90.0954804366909,0
257,0x04f06845f36f380dae5152daa7c4db2b857c15dd,331.93,1,0,94.09484488950662,0
258,0x04fceacbd91950a3f1e7f91b16476b609c83a762,55167.15,1,0,92.47790556907053,0
259,0x04ff2ba5884f8a52de19d0a76cb8f6f266754c6b,575636.87,1,1,97.53354820904453,0
260,0x0505c3ba680f49a46ab500b8a39a8bd396d93875,226777.48,1,0,100.0,0
261,0x050d63c4e59082049a33d5d3f6d4d2bbfb331723,48.88,1,0,90.65923715715732,0
262,0x050ecb95bb0bc5a5ce7f0b8920b4c704d0e1fca7,71.9,3,0,82.73231202868469,0
263,0x050f6030f6c80387fd061c5f2bbb32f9a7648e80,1.58,1,0,96.23034989049792,0
264,0x0510156b8080e359f3ef29386634e0fefdd2495f,54.97,1,0,91.49139020604265,0
265,0x051b7f66f9186e04333e105fbcb4af7cc21e8e07,204962.67,1,0,91.01157784211678,0
266,0x051e395eefe31c8bd8d8546127ee8d6e0bfeec57,917999.92,2,0,100.0,0
267,0x0536806df512d6cdde913cf95c9886f65b1d3462,61584.9,1,0,94.44654109462697,0
268,0x0540db24a0b7d9f1f70e915a1e4c4913cdd0e3e0,681582.07,1,0,93.54784142634483,0
269,0x05498d2e0ceae89926c2a0e476fc905f722600e5,71.53,3,0,90.41191968089075,0
270,0x054eba3784c06a358f4516643b2412dc8a121408,0.0,1,0,89.95879288117875,0
271,0x0550b952a398cb1dda970e9e4d4d72d0a0518284,3.87,3,0,94.70821343589502,0
272,0x055de08e00c27d5bacd592fadda4e0e3cb499753,417584.63,1,0,100.0,0
273,0x05643de9716f7fc02f301486f0ce960cdd5e5f4b,68666.87,1,0,80.80477209287255,0
274,0x0569497f5a5c2f5fadeb01d2b63f83754c49ac3c,315.47,3,0,82.62578695899613,0
275,0x0583c3c6f0d5f8c6f84b851700617d4e55bdc649,53.03,1,0,92.74627429133166,0
276,0x0587a3525b5782ae7c13815a535cbf3927e237ff,382.15,1,0,96.78748009388445,0
277,0x058a14f94ddc08dffea9d8013faa9ee4d0d05c0d,324.37,1,0,95.28896982427463,0
278,0x058a99632be743ad9722c639b5aa707b0562653f,12.82,1,1,92.3775718017678,0
279,0x0593e534443a3eb3b77a8b65dff01486e7993d29,3.52,2,0,85.28227608206599,0
280,0x0597b0cf9255f1ea775c4f1dbd64d8541f4c556b,607484.77,1,0,93.45474636098793,0
281,0x0599b69fc510ee7ad786501631616e8271548737,2312.95,3,1,98.98416028621445,0
282,0x059c1a160eb12a884513f769d39d46b428ebc82d,10.87,2,0,89.258412605179,0
